"filename", "language", "YAML", "JSON", "Markdown", "TypeScript JSX", "TypeScript", "XML", "Prisma", "PostCSS", "comment", "blank", "total"
"d:\Информатика\online-shop\front-end\src\entities\analytics\model\analytics.types.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 5, 46
"d:\Информатика\online-shop\front-end\src\entities\banner\api\bannerApi.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 19, 89
"d:\Информатика\online-shop\front-end\src\entities\banner\index.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\Информатика\online-shop\front-end\src\entities\banner\model\banner.types.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"d:\Информатика\online-shop\front-end\src\entities\cart\api\cartApi.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 0, 16, 78
"d:\Информатика\online-shop\front-end\src\entities\cart\hooks\useCart.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 5, 38
"d:\Информатика\online-shop\front-end\src\entities\cart\hooks\useServerCart.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 14, 74
"d:\Информатика\online-shop\front-end\src\entities\cart\hooks\useSyncCart.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 10, 48
"d:\Информатика\online-shop\front-end\src\entities\cart\index.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 5, 22
"d:\Информатика\online-shop\front-end\src\entities\cart\model\cart.types.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"d:\Информатика\online-shop\front-end\src\entities\cart\model\localCartStore.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 7, 52
"d:\Информатика\online-shop\front-end\src\entities\cart\ui\CartSyncProvider.tsx", "TypeScript JSX", 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"d:\Информатика\online-shop\front-end\src\entities\category\api\categoriesApi.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 13, 67
"d:\Информатика\online-shop\front-end\src\entities\category\index.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"d:\Информатика\online-shop\front-end\src\entities\category\model\category.types.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"d:\Информатика\online-shop\front-end\src\entities\currency\hooks\useProductPrice.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"d:\Информатика\online-shop\front-end\src\entities\currency\index.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"d:\Информатика\online-shop\front-end\src\entities\currency\lib\getProductPrice.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 8, 41
"d:\Информатика\online-shop\front-end\src\entities\currency\model\currency.constants.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"d:\Информатика\online-shop\front-end\src\entities\currency\model\currencyStore.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 12, 57
"d:\Информатика\online-shop\front-end\src\entities\currency\types\currency.types.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Информатика\online-shop\front-end\src\entities\currency\ui\CurrencyProvider.tsx", "TypeScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 7, 33
"d:\Информатика\online-shop\front-end\src\entities\currency\ui\PriceTag.tsx", "TypeScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 6, 29
"d:\Информатика\online-shop\front-end\src\entities\order\api\orderApi.ts", "TypeScript", 0, 0, 0, 0, 102, 0, 0, 0, 0, 24, 126
"d:\Информатика\online-shop\front-end\src\entities\order\hooks\useOrderById.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\Информатика\online-shop\front-end\src\entities\order\hooks\usePendingOrders.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\Информатика\online-shop\front-end\src\entities\order\index.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Информатика\online-shop\front-end\src\entities\order\model\order.types.ts", "TypeScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 4, 53
"d:\Информатика\online-shop\front-end\src\entities\order\ui\OrderCard.tsx", "TypeScript JSX", 0, 0, 0, 132, 0, 0, 0, 0, 0, 13, 145
"d:\Информатика\online-shop\front-end\src\entities\order\ui\OrderStatus.tsx", "TypeScript JSX", 0, 0, 0, 35, 0, 0, 0, 0, 0, 6, 41
"d:\Информатика\online-shop\front-end\src\entities\product\api\productsApi.ts", "TypeScript", 0, 0, 0, 0, 139, 0, 0, 0, 0, 35, 174
"d:\Информатика\online-shop\front-end\src\entities\product\api\searchApi.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 11, 62
"d:\Информатика\online-shop\front-end\src\entities\product\hooks\useMeilisearch.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"d:\Информатика\online-shop\front-end\src\entities\product\hooks\useProductById.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"d:\Информатика\online-shop\front-end\src\entities\product\hooks\useSearchProducts.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"d:\Информатика\online-shop\front-end\src\entities\product\index.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"d:\Информатика\online-shop\front-end\src\entities\product\model\product.types.ts", "TypeScript", 0, 0, 0, 0, 116, 0, 0, 0, 0, 14, 130
"d:\Информатика\online-shop\front-end\src\entities\promo-code\api\promoCodeApi.ts", "TypeScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 16, 93
"d:\Информатика\online-shop\front-end\src\entities\promo-code\index.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"d:\Информатика\online-shop\front-end\src\entities\review\api\reviewApi.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 6, 56
"d:\Информатика\online-shop\front-end\src\entities\review\index.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Информатика\online-shop\front-end\src\entities\review\model\review.types.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 24
"d:\Информатика\online-shop\front-end\src\entities\user\api\userApi.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 5, 16
"d:\Информатика\online-shop\front-end\src\entities\user\hooks\useProfile.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 3, 24
"d:\Информатика\online-shop\front-end\src\entities\user\index.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 7
"d:\Информатика\online-shop\front-end\src\entities\user\model\user.types.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 5, 40
"d:\Информатика\online-shop\front-end\src\features\add-to-cart\hooks\useAddToCart.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 7, 67
"d:\Информатика\online-shop\front-end\src\features\add-to-cart\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\Информатика\online-shop\front-end\src\features\add-to-cart\ui\AddToCartButton.tsx", "TypeScript JSX", 0, 0, 0, 75, 0, 0, 0, 0, 0, 7, 82
"d:\Информатика\online-shop\front-end\src\features\admin-banners\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\admin-banners\ui\AdminBannersSection.tsx", "TypeScript JSX", 0, 0, 0, 479, 0, 0, 0, 0, 0, 57, 536
"d:\Информатика\online-shop\front-end\src\features\admin-orders\hooks\useOrders.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 5, 23
"d:\Информатика\online-shop\front-end\src\features\admin-orders\hooks\useUpdateOrderStatus.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"d:\Информатика\online-shop\front-end\src\features\admin-orders\index.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\Информатика\online-shop\front-end\src\features\admin-orders\ui\AdminOrdersSection.tsx", "TypeScript JSX", 0, 0, 0, 196, 0, 0, 0, 0, 0, 22, 218
"d:\Информатика\online-shop\front-end\src\features\admin-orders\ui\ConfirmStatusChangeDialog.tsx", "TypeScript JSX", 0, 0, 0, 73, 0, 0, 0, 0, 0, 8, 81
"d:\Информатика\online-shop\front-end\src\features\admin-orders\ui\OrderDetailsDialog.tsx", "TypeScript JSX", 0, 0, 0, 297, 0, 0, 0, 0, 0, 18, 315
"d:\Информатика\online-shop\front-end\src\features\admin-orders\ui\OrdersTable.tsx", "TypeScript JSX", 0, 0, 0, 198, 0, 0, 0, 0, 0, 13, 211
"d:\Информатика\online-shop\front-end\src\features\admin-products\api\currencyApi.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 7, 39
"d:\Информатика\online-shop\front-end\src\features\admin-products\hooks\useImageUpload.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 12, 72
"d:\Информатика\online-shop\front-end\src\features\admin-products\index.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"d:\Информатика\online-shop\front-end\src\features\admin-products\services\cloudinary\cloudinary.service.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 12, 51
"d:\Информатика\online-shop\front-end\src\features\admin-products\services\cloudinary\cloudinary.types.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\AdminCategoriesSection.tsx", "TypeScript JSX", 0, 0, 0, 126, 0, 0, 0, 0, 0, 19, 145
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\AdminProductSection.tsx", "TypeScript JSX", 0, 0, 0, 87, 0, 0, 0, 0, 0, 13, 100
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\CategoryFormDialog.tsx", "TypeScript JSX", 0, 0, 0, 238, 0, 0, 0, 0, 0, 15, 253
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\CategoryTable.tsx", "TypeScript JSX", 0, 0, 0, 106, 0, 0, 0, 0, 0, 7, 113
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\ImageUploader.tsx", "TypeScript JSX", 0, 0, 0, 189, 0, 0, 0, 0, 0, 23, 212
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\ProductDescriptionFields.tsx", "TypeScript JSX", 0, 0, 0, 176, 0, 0, 0, 0, 0, 11, 187
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\ProductForm.tsx", "TypeScript JSX", 0, 0, 0, 630, 0, 0, 0, 0, 0, 29, 659
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\ProductPriceFields.tsx", "TypeScript JSX", 0, 0, 0, 259, 0, 0, 0, 0, 7, 31, 297
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\ProductTable.tsx", "TypeScript JSX", 0, 0, 0, 168, 0, 0, 0, 0, 0, 9, 177
"d:\Информатика\online-shop\front-end\src\features\admin-products\ui\VariantAttributesEditor.tsx", "TypeScript JSX", 0, 0, 0, 156, 0, 0, 0, 0, 0, 16, 172
"d:\Информатика\online-shop\front-end\src\features\admin-promo-codes\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\admin-promo-codes\ui\AdminPromoCodesSection.tsx", "TypeScript JSX", 0, 0, 0, 206, 0, 0, 0, 0, 0, 22, 228
"d:\Информатика\online-shop\front-end\src\features\auth\api\auth.service.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 12, 42
"d:\Информатика\online-shop\front-end\src\features\auth\api\password-recovery.service.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 8, 40
"d:\Информатика\online-shop\front-end\src\features\auth\api\verification.service.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"d:\Информатика\online-shop\front-end\src\features\auth\components\AuthSocial.tsx", "TypeScript JSX", 0, 0, 0, 40, 0, 0, 0, 0, 0, 7, 47
"d:\Информатика\online-shop\front-end\src\features\auth\components\AuthWrapper.tsx", "TypeScript JSX", 0, 0, 0, 49, 0, 0, 0, 0, 0, 3, 52
"d:\Информатика\online-shop\front-end\src\features\auth\components\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 135, 0, 0, 0, 0, 0, 7, 142
"d:\Информатика\online-shop\front-end\src\features\auth\components\NewPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 92, 0, 0, 0, 0, 0, 7, 99
"d:\Информатика\online-shop\front-end\src\features\auth\components\NewVerificationForm.tsx", "TypeScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"d:\Информатика\online-shop\front-end\src\features\auth\components\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 159, 0, 0, 0, 0, 0, 8, 167
"d:\Информатика\online-shop\front-end\src\features\auth\components\ResetPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 0, 7, 88
"d:\Информатика\online-shop\front-end\src\features\auth\hooks\useLoginMutation.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 5, 43
"d:\Информатика\online-shop\front-end\src\features\auth\hooks\useNewPasswordMutation.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 6, 40
"d:\Информатика\online-shop\front-end\src\features\auth\hooks\useRegisterMutation.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 5, 36
"d:\Информатика\online-shop\front-end\src\features\auth\hooks\useResetPasswordMutation.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"d:\Информатика\online-shop\front-end\src\features\auth\hooks\useVerificationMutation.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 5, 28
"d:\Информатика\online-shop\front-end\src\features\auth\index.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"d:\Информатика\online-shop\front-end\src\features\auth\schemes\login.schema.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\Информатика\online-shop\front-end\src\features\auth\schemes\new-password.schema.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\Информатика\online-shop\front-end\src\features\auth\schemes\register.schema.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 2, 23
"d:\Информатика\online-shop\front-end\src\features\auth\schemes\reset-password.schema.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\Информатика\online-shop\front-end\src\features\cart-checkout\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\cart-checkout\ui\CartCheckoutContent.tsx", "TypeScript JSX", 0, 0, 0, 289, 0, 0, 0, 0, 0, 34, 323
"d:\Информатика\online-shop\front-end\src\features\checkout\index.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"d:\Информатика\online-shop\front-end\src\features\checkout\shipping-form\schema\shipping.schema.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"d:\Информатика\online-shop\front-end\src\features\checkout\shipping-form\ui\ShippingForm.tsx", "TypeScript JSX", 0, 0, 0, 171, 0, 0, 0, 0, 0, 15, 186
"d:\Информатика\online-shop\front-end\src\features\checkout\submit-order\hooks\useSubmitOrder.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 9, 55
"d:\Информатика\online-shop\front-end\src\features\favorites\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\favorites\model\favoritesStore.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 9, 57
"d:\Информатика\online-shop\front-end\src\features\favorites\ui\FavoriteButton.tsx", "TypeScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 0, 8, 46
"d:\Информатика\online-shop\front-end\src\features\handle-order-payment\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\handle-order-payment\ui\OrderDetailsToast.tsx", "TypeScript JSX", 0, 0, 0, 29, 0, 0, 0, 0, 0, 8, 37
"d:\Информатика\online-shop\front-end\src\features\language-switcher\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\features\language-switcher\ui\LanguageSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 0, 5, 58
"d:\Информатика\online-shop\front-end\src\features\manage-analytics\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Информатика\online-shop\front-end\src\features\manage-analytics\ui\AnalyticsControls.tsx", "TypeScript JSX", 0, 0, 0, 67, 0, 0, 0, 0, 0, 9, 76
"d:\Информатика\online-shop\front-end\src\features\order-details\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Информатика\online-shop\front-end\src\features\order-details\ui\OrderDetailsContent.tsx", "TypeScript JSX", 0, 0, 0, 448, 0, 0, 0, 0, 0, 26, 474
"d:\Информатика\online-shop\front-end\src\features\order-details\ui\OrderDetailsSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 123, 0, 0, 0, 0, 0, 8, 131
"d:\Информатика\online-shop\front-end\src\features\product-details\index.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Информатика\online-shop\front-end\src\features\product-details\ui\AddReviewForm.tsx", "TypeScript JSX", 0, 0, 0, 121, 0, 0, 0, 0, 0, 16, 137
"d:\Информатика\online-shop\front-end\src\features\product-details\ui\ProductInfo.tsx", "TypeScript JSX", 0, 0, 0, 235, 0, 0, 0, 0, 0, 20, 255
"d:\Информатика\online-shop\front-end\src\features\product-details\ui\ProductTabs.tsx", "TypeScript JSX", 0, 0, 0, 189, 0, 0, 0, 0, 0, 11, 200
"d:\Информатика\online-shop\front-end\src\features\product-details\ui\ProductVariantPicker.tsx", "TypeScript JSX", 0, 0, 0, 193, 0, 0, 0, 0, 0, 28, 221
"d:\Информатика\online-shop\front-end\src\features\product-details\ui\ReviewsList.tsx", "TypeScript JSX", 0, 0, 0, 181, 0, 0, 0, 0, 0, 13, 194
"d:\Информатика\online-shop\front-end\src\features\product-sort\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Информатика\online-shop\front-end\src\features\product-sort\ui\ProductSort.tsx", "TypeScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 0, 10, 80
"d:\Информатика\online-shop\front-end\src\features\product-sort\ui\QueryProductSort.tsx", "TypeScript JSX", 0, 0, 0, 44, 0, 0, 0, 0, 0, 12, 56
"d:\Информатика\online-shop\front-end\src\features\recently-viewed\hooks\useTrackProductView.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 9, 48
"d:\Информатика\online-shop\front-end\src\features\recently-viewed\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Информатика\online-shop\front-end\src\features\recently-viewed\model\recentlyViewedStore.ts", "TypeScript", 0, 0, 0, 0, 97, 0, 0, 0, 0, 14, 111
"d:\Информатика\online-shop\front-end\src\features\user\components\ProfileSettings.tsx", "TypeScript JSX", 0, 0, 0, 386, 0, 0, 0, 0, 0, 28, 414
"d:\Информатика\online-shop\front-end\src\features\user\components\SettingsForm.tsx", "TypeScript JSX", 0, 0, 0, 122, 0, 0, 0, 0, 0, 8, 130
"d:\Информатика\online-shop\front-end\src\features\user\components\UserButton.tsx", "TypeScript JSX", 0, 0, 0, 41, 0, 0, 0, 0, 0, 7, 48
"d:\Информатика\online-shop\front-end\src\features\user\hooks\useLogoutMutation.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"d:\Информатика\online-shop\front-end\src\features\user\hooks\useUpdateProfileMutation.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"d:\Информатика\online-shop\front-end\src\features\user\index.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"d:\Информатика\online-shop\front-end\src\features\user\schemes\settings.schema.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\Информатика\online-shop\front-end\src\features\user\services\user.service.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 6, 20
"d:\Информатика\online-shop\front-end\src\middleware.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 12, 57
"d:\Информатика\online-shop\front-end\src\processes\checkout\index.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"d:\Информатика\online-shop\front-end\src\processes\checkout\model\checkout.types.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 5, 41
"d:\Информатика\online-shop\front-end\src\processes\checkout\model\checkoutStore.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 3, 46
"d:\Информатика\online-shop\front-end\src\processes\checkout\ui\CartStep.tsx", "TypeScript JSX", 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"d:\Информатика\online-shop\front-end\src\processes\checkout\ui\CheckoutNavigation.tsx", "TypeScript JSX", 0, 0, 0, 57, 0, 0, 0, 0, 0, 9, 66
"d:\Информатика\online-shop\front-end\src\processes\checkout\ui\CheckoutStepper.tsx", "TypeScript JSX", 0, 0, 0, 71, 0, 0, 0, 0, 0, 7, 78
"d:\Информатика\online-shop\front-end\src\processes\checkout\ui\ConfirmationStep.tsx", "TypeScript JSX", 0, 0, 0, 131, 0, 0, 0, 0, 0, 12, 143
"d:\Информатика\online-shop\front-end\src\processes\checkout\ui\ShippingStep.tsx", "TypeScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 8, 34
"d:\Информатика\online-shop\front-end\src\shared\api\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Информатика\online-shop\front-end\src\shared\api\instance.api.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"d:\Информатика\online-shop\front-end\src\shared\api\translationApi.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 22
"d:\Информатика\online-shop\front-end\src\shared\components\GradientText.tsx", "TypeScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 0, 5, 63
"d:\Информатика\online-shop\front-end\src\shared\components\LightRays.tsx", "TypeScript JSX", 0, 0, 0, 416, 0, 0, 0, 0, 0, 56, 472
"d:\Информатика\online-shop\front-end\src\shared\components\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\Информатика\online-shop\front-end\src\shared\hooks\index.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"d:\Информатика\online-shop\front-end\src\shared\hooks\useDebounce.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Информатика\online-shop\front-end\src\shared\hooks\useScrollHeader.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 0, 19, 83
"d:\Информатика\online-shop\front-end\src\shared\hooks\useScrollRevealHeader.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 19, 95
"d:\Информатика\online-shop\front-end\src\shared\hooks\useSortable.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"d:\Информатика\online-shop\front-end\src\shared\i18n\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\Информатика\online-shop\front-end\src\shared\i18n\request.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"d:\Информатика\online-shop\front-end\src\shared\i18n\routing.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"d:\Информатика\online-shop\front-end\src\shared\lib\getProductImages.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"d:\Информатика\online-shop\front-end\src\shared\lib\getServerCookieHeader.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\Информатика\online-shop\front-end\src\shared\lib\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"d:\Информатика\online-shop\front-end\src\shared\providers\MainProvider.tsx", "TypeScript JSX", 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"d:\Информатика\online-shop\front-end\src\shared\providers\TanstackQueryProvider.tsx", "TypeScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"d:\Информатика\online-shop\front-end\src\shared\providers\ToastProvider.tsx", "TypeScript JSX", 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"d:\Информатика\online-shop\front-end\src\shared\providers\index.tsx", "TypeScript JSX", 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Информатика\online-shop\front-end\src\shared\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 96, 0, 9, 105
"d:\Информатика\online-shop\front-end\src\shared\ui\Avatar.tsx", "TypeScript JSX", 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"d:\Информатика\online-shop\front-end\src\shared\ui\Button.tsx", "TypeScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 0, 6, 57
"d:\Информатика\online-shop\front-end\src\shared\ui\Card.tsx", "TypeScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 0, 8, 76
"d:\Информатика\online-shop\front-end\src\shared\ui\ConfirmDialog.tsx", "TypeScript JSX", 0, 0, 0, 86, 0, 0, 0, 0, 0, 9, 95
"d:\Информатика\online-shop\front-end\src\shared\ui\DropdownMenu.tsx", "TypeScript JSX", 0, 0, 0, 183, 0, 0, 0, 0, 0, 18, 201
"d:\Информатика\online-shop\front-end\src\shared\ui\Form.tsx", "TypeScript JSX", 0, 0, 0, 153, 0, 0, 0, 0, 0, 26, 179
"d:\Информатика\online-shop\front-end\src\shared\ui\Input.tsx", "TypeScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\Информатика\online-shop\front-end\src\shared\ui\Label.tsx", "TypeScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"d:\Информатика\online-shop\front-end\src\shared\ui\Loading.tsx", "TypeScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"d:\Информатика\online-shop\front-end\src\shared\ui\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"d:\Информатика\online-shop\front-end\src\shared\ui\Sonner.tsx", "TypeScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 6, 32
"d:\Информатика\online-shop\front-end\src\shared\ui\Switch.tsx", "TypeScript JSX", 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
